CODIGO,NOMBRE,LABORATORIO / TITULAR EN ESPAÑA,TIPO LEGAL,CATEGORIA PRINCIPAL,SUBCATEGORIA DETALLADA,ATC,PVP OFICIAL ESPAÑA (€),PRECIO MEDIO FARMACIA ONLINE ESPAÑA (€)
716770,PREMAX 75MG 56COMP,Neuraxpharm Spain S.L.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
709377,PRENAMID 50MCGG 0.5MGG 60G,Sandoz Farmaceutica S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D05A,PENDIENTE VERIFICACION,SEGÚN PVP
166549,PREREID 3X250ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
200091,PRIMACOL F�LICO 30 CAPS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
724247,PRIMOLUT NOR 5 MG 30 COMP,Bayer Hispania S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03D,PENDIENTE VERIFICACION,SEGÚN PVP
810168,PRIMOLUT-NOR 10 mg 30 COMPRIMIDOS,Bayer Hispania S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03D,PENDIENTE VERIFICACION,SEGÚN PVP
725531,PRIMPERAN 10 MG 12X2 ML,Sanofi Aventis S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A03F,PENDIENTE VERIFICACION,SEGÚN PVP
958991,PRIMPERAN 10 MG 60 COMP,Sanofi Aventis S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A03F,PENDIENTE VERIFICACION,SEGÚN PVP
704398,PRIMPERAN SOL 200 ML,Sanofi Aventis S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A03F,PENDIENTE VERIFICACION,SEGÚN PVP
DISM8977,PRINCESS ESTUCHE INFANTIL VASO+PASTA DE DIENTES+ CEPILLO,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
682591,PRISDAL 20 MG 28 COMP,Lundbeck Espana S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N06A,PENDIENTE VERIFICACION,SEGÚN PVP
688232,PRISTIQ 100 MG 28 COMP LIB PRO,Pfizer S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N06A,PENDIENTE VERIFICACION,SEGÚN PVP
688231,PRISTIQ 50 MG 28 COMP LIB PROL,Pfizer S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N06A,PENDIENTE VERIFICACION,SEGÚN PVP
654285,PRO ULCO 30 MG 28 CAPS,Viatris Healthcare Limited,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A02B,PENDIENTE VERIFICACION,SEGÚN PVP
BIOIB378,PRO-ENTERIC TRIPLEX 30 ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
216412,PROBINFLAM 20 CAPSULAS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
400086,PROCHAMBER CAMARA INHALACION,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
652451,PROCORALAN 5 MG 56 COMP,Les Laboratoires Servier,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C01E,PENDIENTE VERIFICACION,SEGÚN PVP
680759,PROCRIN SEMESTRAL 30 MG 1 JGA,"Abbvie Spain, S.L.U.",Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,L02A,PENDIENTE VERIFICACION,SEGÚN PVP
183131,PROCTEN CREMA 40ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
166846,PROCTOIAL GEL RECTAL 30 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
194525,PRODEFEN PLUS SBR 10,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
697404,PRODERMA 100 MG 42 CAPS,Industrial Farmaceutica Cantabria S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,J01A,PENDIENTE VERIFICACION,SEGÚN PVP
677112,PRODERMA 50 MG 30 CAPS,Industrial Farmaceutica Cantabria S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,J01A,PENDIENTE VERIFICACION,SEGÚN PVP
030268,PROENTERIC ADVANCED PERRO 30ML,PENDIENTE VERIFICACION,Medicamento veterinario,Veterinaria,Medicamento veterinario canino,NO APLICA (veterinario),NO REGULADO,PENDIENTE VERIFICACION
BIOIB379,PROENTERIC TRIPLEX 15ML VET,PENDIENTE VERIFICACION,Medicamento veterinario,Veterinaria,Medicamento veterinario,NO APLICA (veterinario),NO REGULADO,PENDIENTE VERIFICACION
656798,PROFER 40 MG 30 SOBR,Meiji Pharma Spain S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,B03A,PENDIENTE VERIFICACION,SEGÚN PVP
661499,PROFER 80 MG 15 SOBR MONOD,Meiji Pharma Spain S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,B03A,PENDIENTE VERIFICACION,SEGÚN PVP
BET22250,PROFESSIONAL MAKE UP ANGLED BLUSHER BRUSH BETER REF 22250,"BETER PRODUCTS, S.L.",Cosmética decorativa,Maquillaje,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
8412122222406,PROFESSIONAL MAKE UP EYE SHADOW APPLICATOR BETTER APLICADOR DE SOMBRA,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
8412122222383,PROFESSIONAL MAKE UP EYEBROW LINER BRUSH BETER DELINEADOR DE CEJAS,"BETER PRODUCTS, S.L.",PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
174606,PROFIL DUREX CON TOTAL12+REAL3,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
178141,PROFIL DUREX INV EXTFINO LUB12,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
248716,PROFIL DUREX NAT PLU EASY ON24,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
363184,PROFIL DUREX NAT REGULAR FIT 6,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
173044,PROFIL DUREX NATURAL 12+SENS 3,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
248708,PROFIL DUREX PLACER PROLON 12,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
172897,PROFIL DUREX REAL FEEL 12 UN,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
258657,PROFIL DUREX SENSITI EASY ON12,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
169921,PROFIL DUREX SIN LATEX 12 UN,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
700514,PROGEFFIK 100 MG 30 CAP,Laboratorios Effik S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03D,PENDIENTE VERIFICACION,SEGÚN PVP
819219,PROGEFFIK 200 MG 15 CAPS,Laboratorios Effik S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03D,PENDIENTE VERIFICACION,SEGÚN PVP
697646,PROGEFFIK 200 MG 60 CAPS,Laboratorios Effik S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03D,PENDIENTE VERIFICACION,SEGÚN PVP
683201,PROGEVERA 10 MG 30 COMP,Pfizer S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03D,PENDIENTE VERIFICACION,SEGÚN PVP
683219,PROGEVERA 5 MG 24 COMP,Pfizer S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03D,PENDIENTE VERIFICACION,SEGÚN PVP
759407,PROGYLUTON 21 COMP,Bayer Hispania S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03F,PENDIENTE VERIFICACION,SEGÚN PVP
764837,PROGYNOVA 1 MG 20 GRAG,Bayer Hispania S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03C,PENDIENTE VERIFICACION,SEGÚN PVP
700504,PROLIA 60 MG 1 JGA PREC 1 ML,Amgen Europe B.V.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M05B,PENDIENTE VERIFICACION,SEGÚN PVP
700143,"PROLUTEX 25 mg 14 VIALES SOLUCION INYECTABLE 1,112 ml",Ibsa Farmaceutici Italia S.R.L.,Medicamento hospitalario,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03D,PENDIENTE VERIFICACION,SEGÚN PVP
700142,"PROLUTEX 25 mg 7 VIALES SOLUCION INYECTABLE 1,112 ml",Ibsa Farmaceutici Italia S.R.L.,Medicamento hospitalario,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03D,PENDIENTE VERIFICACION,SEGÚN PVP
654147,PROPALCOF 155ML JRB 200 ML,Bayer Hispania S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R05D,PENDIENTE VERIFICACION,SEGÚN PVP
969501,PROPALGINA PLUS 10 SOBR,Bayer Hispania S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
FORTI5755,PROPLAN DIET CANINE FORTIFLORA PROBIOTICO 30UDS X 1GRAMO,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
FORTI5756,PROPLAN DIET FELINE FORTIFLORA PROBIOTICO 30UDS X 1GRAMO,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
696931,PROPRANOLOL ACCORD 10MG 50COMP,Accord Healthcare S.L.U.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C07A,PENDIENTE VERIFICACION,SEGÚN PVP
696932,PROPRANOLOL ACCORD 40MG 50COMP,Accord Healthcare S.L.U.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C07A,PENDIENTE VERIFICACION,SEGÚN PVP
697794,PROSPANTUS 35MG 21 SOBRES 5ML,Engelhard Arzneimittel Gmbh & Co. Kg,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R05C,PENDIENTE VERIFICACION,SEGÚN PVP
650822,PROSPANTUS JARABE 100 ML,Engelhard Arzneimittel Gmbh & Co. Kg,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R05C,PENDIENTE VERIFICACION,SEGÚN PVP
696644,PROSPANTUS JARABE 200 ML,Engelhard Arzneimittel Gmbh & Co. Kg,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R05C,PENDIENTE VERIFICACION,SEGÚN PVP
698698,PROTALON 20 MG 56 COM,Laboratorios Alter S.A.,Medicamento hospitalario,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N06D,PENDIENTE VERIFICACION,SEGÚN PVP
153826,PROTECTOR PEZON 2UN MEDELA,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
182126,PROTEGESENOS SUAVINEX NATUR60,"SUAVINEX, S.L.",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
150397,PROTEGESLIP FARMACONFOR ALG 24,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
855338,PROTOPIC 0.1% PDA 30 G,Leo Pharma A/S,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D11A,PENDIENTE VERIFICACION,SEGÚN PVP
661854,PROVISACOR 10 MG 28 COMP,Grünenthal Gmbh,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C10A,PENDIENTE VERIFICACION,SEGÚN PVP
662107,PROVISACOR 5 MG 28 COMP,Grünenthal Gmbh,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C10A,PENDIENTE VERIFICACION,SEGÚN PVP
157770,PSORISDIN EMOL LOCION 400ML,"ISDIN, S.A.",Dermocosmética,Dermocosmética,Dermocosmética general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
901199,PULMICORT 0.25 SUSP NEB 5 DOS,Astrazeneca Farmaceutica Spain S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R03B,PENDIENTE VERIFICACION,SEGÚN PVP
901082,PULMICORT 0.50 SUSP NEB 5 DOS,Astrazeneca Farmaceutica Spain S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R03B,PENDIENTE VERIFICACION,SEGÚN PVP
651927,PULMICORT TURBUHAL 200MCG 100D,Astrazeneca Farmaceutica Spain S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R03B,PENDIENTE VERIFICACION,SEGÚN PVP
885640,PULMICORT TURBUHAL 400MCG 100D,Astrazeneca Farmaceutica Spain S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R03B,PENDIENTE VERIFICACION,SEGÚN PVP
193600,PULSERA CITRONELA AD APOSAN 3U,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
PUNTOS,PUNTOS,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
151130,PURE NIACINAMIDE 10 SERUM 30ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
233742,PURE VITAMIN C12 30ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
856153,PUREGON 600 UI 0.72 ML SOLU IN,Organon N.V.,Medicamento hospitalario,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03G,PENDIENTE VERIFICACION,SEGÚN PVP
650216,PUREGON 900 UI 1.08 ML SOL INY,Organon N.V.,Medicamento hospitalario,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03G,PENDIENTE VERIFICACION,SEGÚN PVP
302339,PURELAN 100 CR 37 G,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
PWD50129,PWD BARRITA PROTEIN MEAL 32% CHOCOLATE 35GR 1UD,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
PWD93714,PWD BARRITA PROTEIN MEAL 32% FRUTAS DEL BOSQUE 35GR 1UD,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
PWD10417,PWD BARRITA PROTEIN MEAL 32% GALLETA 35GR 1UD,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
PWD84614,PWD BARRITA PROTEIN MEAL 32% TIRAMISU 35GR 1UD,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
PWD01462,PWD BARRITA PROTEIN MEAL 32% YOGURT 35GR 1UD,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
686167,PYLERA 140125125 MG 120 CAP,Laboratoires Juvise Pharmaceuticals,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A02B,PENDIENTE VERIFICACION,SEGÚN PVP
662131,QLAIRA 1X28 COMP,Bayer Hispania S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03A,PENDIENTE VERIFICACION,SEGÚN PVP
662132,QLAIRA 3X28 COMP,Bayer Hispania S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03A,PENDIENTE VERIFICACION,SEGÚN PVP
182168,QPROST 10 SUPOSITORIOS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
664123,QUETIAPINA NORM 100M 60 CO,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N05A,PENDIENTE VERIFICACION,SEGÚN PVP
725059,QUETIAPINA NORMON 25MG60COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N05A,PENDIENTE VERIFICACION,SEGÚN PVP
695093,QUETIAPINA RET NORMON300MG60CO,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N05A,PENDIENTE VERIFICACION,SEGÚN PVP
700189,QUETIAPINA RET NORMON50MG60CO,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N05A,PENDIENTE VERIFICACION,SEGÚN PVP
664574,QUETIAPINA STADA 25MG 60CO,Laboratorio Stada S.L.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N05A,PENDIENTE VERIFICACION,SEGÚN PVP
KE805836,QUICK RECOVERY KEEP GOING CHOCOLATE 600gr,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
814194,RADIO SALIL CR ANTIINF 30 G,Laboratorios Vinas S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M02A,PENDIENTE VERIFICACION,SEGÚN PVP
969394,RADIO SALIL CR ANTIINF 60 G,Laboratorios Vinas S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M02A,PENDIENTE VERIFICACION,SEGÚN PVP
997221,RADIO SALIL SPRAY 130 ML,Laboratorios Vinas S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M02A,PENDIENTE VERIFICACION,SEGÚN PVP
670278,RAMIPRIL CINFA 10 MG 28 COMP,Laboratorios Cinfa S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C09A,PENDIENTE VERIFICACION,SEGÚN PVP
670264,RAMIPRIL CINFA 5 MG 28 COMP,Laboratorios Cinfa S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C09A,PENDIENTE VERIFICACION,SEGÚN PVP
703895,RAMIPRIL HCTZ STAD2.512.5MG28,Laboratorio Stada S.L.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C09B,PENDIENTE VERIFICACION,SEGÚN PVP
703896,RAMIPRIL HCTZ STADA525MG28C,Laboratorio Stada S.L.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C09B,PENDIENTE VERIFICACION,SEGÚN PVP
658165,RAMIPRIL NORMON 10 MG 28 COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C09A,PENDIENTE VERIFICACION,SEGÚN PVP
658163,RAMIPRIL NORMON 2.5 MG 28 COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C09A,PENDIENTE VERIFICACION,SEGÚN PVP
728157,RAMIPRIL NORMON 2.5MG 56COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C09A,PENDIENTE VERIFICACION,SEGÚN PVP
658164,RAMIPRIL NORMON 5 MG 28 COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C09A,PENDIENTE VERIFICACION,SEGÚN PVP
728158,RAMIPRIL NORMON 5MG 56COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C09A,PENDIENTE VERIFICACION,SEGÚN PVP
724761,RAMIPRIL RATIO 2.5MG 56COM,Teva Pharma S.L.U.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C09A,PENDIENTE VERIFICACION,SEGÚN PVP
658341,RAMIPRIL+HCTZ TECNIG 2.5MG 28C,Tecnimede España Industria Farmaceutica S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C09B,PENDIENTE VERIFICACION,SEGÚN PVP
658343,RAMIPRIL+HCTZ TECNIG 5MG 28CO,Tecnimede España Industria Farmaceutica S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C09B,PENDIENTE VERIFICACION,SEGÚN PVP
662712,RANEXA 500 MG 60 COMP,Menarini International Operations Luxembourg S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C01E,PENDIENTE VERIFICACION,SEGÚN PVP
758098,RANOLAZINA CINFA 500MG 60COM,Laboratorios Cinfa S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C01E,PENDIENTE VERIFICACION,SEGÚN PVP
759307,RANOLAZINA NORMON 750MG60COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C01E,PENDIENTE VERIFICACION,SEGÚN PVP
682096,REACTINE COLI 0.5MGMG 4 ML,Jntl Consumer Health (Spain) S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,S01G,PENDIENTE VERIFICACION,SEGÚN PVP
700138,REACTINE PLUS 14 COMP,Jntl Consumer Health (Spain) S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R01B,PENDIENTE VERIFICACION,SEGÚN PVP
720215,REAGILA 1.5 MG 28 CAPS,Gedeon Richter Plc.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N05A,PENDIENTE VERIFICACION,SEGÚN PVP
186456,RECAMBIO CEPILLO ELEC SENS 3UD,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
172517,RECAMBIO ORALB CROSS ACT 3 REC,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
264264,RECAMBIO ORALB STAGES 4 REC,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
697478,RECOLAX 10 GR 20 SOBRES,Casen Recordati S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A06A,PENDIENTE VERIFICACION,SEGÚN PVP
577955,RECONCILE 16MG 30COM MAST,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
658177,RECTOGESIC 4MGG PDA REC 30 G,Grünenthal Pharma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C05A,PENDIENTE VERIFICACION,SEGÚN PVP
211388,RECUDROP 10 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
154854,RECUGEL GEL OFTAL 10 G,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
DIST1789,REDONYL ULTRA 50MG 60 CPS,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
154268,REDOXCOMPLEX 30 COMP EFERV,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
211628,REDOXITOS EXTRA DEFEN 25CARAME,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
